serial_number,test_process_id,cycle,high_temp,low_temp,high_voltage,low_voltage,high_current,low_current,vibration,control_card_temp,product_temp,motor_rpm
SN_1,TP_5,1,80.43743160481299,21.92285115200832,216.04387146892088,142.12487648324918,9.810757996204057,1.5355859499830335,0.41147696543084056,42.93905759763925,56.13904962841596,1549.2494459522209
SN_1,TP_4,2,75.22221826611982,22.86103543198327,229.36365179563543,108.23786747342974,10.444157803129485,1.6160117490284613,0.5142464602386655,44.826739078862005,69.07471412402035,1468.5763355086704
SN_1,TP_5,3,72.06600853641338,24.850807153201256,241.90251568634272,119.96981514124778,9.719563005285984,1.9834032999667275,0.42509234765566445,41.10808996454553,67.59074286175213,1974.2551758117079
SN_1,TP_3,4,72.70549546168043,26.946744566280618,214.69761772154715,126.37988396536507,15.55662608310488,2.5968198621411585,0.5218638316053863,49.40880519474305,51.92731725707914,1025.0117359389337
SN_1,TP_2,5,98.40746334103046,30.354925935086847,241.92832958060518,116.28653158396465,8.093944421566995,1.476064698709093,0.3124323227793483,38.16608930556851,65.09044086676136,1227.983799426021
SN_1,TP_3,6,66.60782476777362,23.453938120743928,246.62526862807127,124.63317690683539,9.04165152430942,1.9071705116680915,0.38936650259939715,39.01896687959665,66.50020657915358,1906.8720085712469
SN_1,TP_3,7,54.55576978180085,30.34740443098465,221.324743181759,121.76312281480908,8.770248481165378,2.166446220244465,0.3619282975727747,43.595968542366236,59.52146189070665,1788.3521299255065
SN_1,TP_5,8,84.03532490625842,25.09500165531075,229.3116709265299,87.57419193778496,8.42148334260416,2.371855641885613,0.47878385782883737,42.865656029801386,64.01158665219845,1847.4559958796083
SN_1,TP_4,9,69.70239796232961,27.56633716556678,241.9415509869608,124.52967485799334,8.595893812245295,1.8361689267011159,0.46078918468678426,37.68242525933941,62.36896221651661,1578.3165816539668
SN_1,TP_3,10,60.84629257949586,22.896773386173205,233.14570966946462,97.96584096167571,9.677428576667982,2.202025428407269,0.688618590121053,45.872889064159196,62.06040312578211,1477.6662252701499
SN_1,TP_4,11,83.17873512216565,19.726977652665813,224.83345758963515,116.86123473078715,9.871243898398067,2.172451167522364,0.4919912664647511,43.793099341778934,71.46812389831936,1819.7381125647912
SN_1,TP_5,12,78.39820964186644,24.963099250277136,255.3459367741281,92.75311133758463,8.449327788086112,2.3865704279446245,0.4198172156650306,51.920078594663394,71.2416424470255,1917.6977260475708
SN_1,TP_3,13,80.12423732371603,27.71744345621218,240.56198926696405,92.04369404992546,11.579345609501345,2.215744731631521,0.390324770142281,41.58849218039864,67.10009291533015,1681.6449392543025
SN_1,TP_4,14,64.37696286273895,27.36796215317591,221.61151531532394,133.24901607526309,8.433493415327526,1.8389692418971622,0.581351721736967,38.84567841783022,61.81967947683304,1892.1428262847285
SN_1,TP_4,15,75.62824599733183,27.507981826730862,237.06109214159255,112.7093446061033,11.92962116465687,1.4675844235684972,0.5108711799627386,45.5288182351388,67.36533372570457,1431.9832633351914
SN_1,TP_4,16,77.26288269498875,29.237007162883195,243.49666023982942,91.74717661461142,12.098694784641731,2.6625528307571003,0.5734501064880045,40.2275136901929,53.99056460268857,1160.871584063841
SN_1,TP_4,17,88.43168212296779,21.32726175026237,220.80210735772187,126.57392327675224,11.26848059252858,3.5305476071891304,0.3681429839241887,48.601936210190985,62.527127257218524,1517.7843852159588
SN_1,TP_3,18,77.7669079933002,29.13591624518012,240.26003783755814,131.80301115735975,9.470686333524087,3.3600845832948094,0.5625667347765007,40.714212217918586,51.4328600155111,1644.7417245729555
SN_1,TP_4,19,57.16748937834476,23.784327697964923,246.5444677273173,117.59862952508797,9.74479041143725,2.1707954029743584,0.7118886212229992,52.73268377735754,52.40384763856913,1320.9308005311743
SN_1,TP_1,20,65.73953380788522,22.43517341182189,254.20218480727908,111.38718307326646,11.260149877202014,2.8814687361516143,0.5230953722945133,40.955315543048194,68.45938807089901,1515.4082578438906
SN_1,TP_1,21,79.49774038488734,33.89462171942981,226.66113250086974,84.62272615624545,11.31359466232796,1.282049590312984,0.3816734378545581,47.474978270958474,58.6775230835715,1293.847447400247
SN_1,TP_4,22,59.39442927562731,35.001740445530515,215.99736524539674,128.02070666326537,10.299667432679197,2.070453684035661,0.5354419585119662,35.598437057737215,67.73113601577934,1346.7166598139113
SN_1,TP_4,23,80.49576345062667,18.6456409656198,287.78071914784925,137.651206374808,12.726870981903408,2.4143829888024375,0.5015143278259865,47.210370084333654,68.38415795195962,1311.429075757288
SN_1,TP_3,24,67.07479261567299,24.426317792665504,250.09974557960913,122.98632791255183,7.599407185888447,1.8327493820795258,0.45250546888390436,41.73335383713144,74.12363392224877,1621.4945132882867
SN_1,TP_5,25,78.77296265460409,33.25675493239745,213.46336467728207,137.6557369662777,8.538517193540693,1.360040133368435,0.4762608038793331,54.36002840236152,59.84446287280362,1220.2225030316756
SN_1,TP_4,26,72.4743184860684,18.761084090175753,272.6482260786327,88.5478793305905,9.119911026606033,2.0653702886430456,0.6441273289066115,37.8206892441028,69.30531001723968,1503.0699183058762
SN_1,TP_5,27,84.72632866898792,32.72237419353896,246.88136262804045,123.8934881432755,11.215677080669609,2.5162563964139406,0.39655976435143153,46.021414710006646,63.849741827425014,1640.1171518186663
SN_1,TP_4,28,79.39327140103434,24.457510557182434,230.2713446789528,113.1139739192858,11.769980934373331,1.767735125677516,0.4377762835093721,43.2225567954182,67.61608875077356,1935.7650742387113
SN_1,TP_5,29,74.09921366819793,22.47059973382853,241.01487917710534,117.41899837822572,13.35661101964579,1.0627655625702441,0.6610820309392502,47.63980213513237,57.057897738775786,1335.6829551122014
SN_1,TP_5,30,82.64478235325711,19.444180936279512,222.74769756868903,121.85890984136219,11.265704874765422,0.8729206602411923,0.25434068542266053,44.617339693242265,55.282777146502674,1410.5096330508877
SN_1,TP_4,31,72.28959537711458,21.934526585458112,278.2463527967994,125.97840623820377,6.415909799729571,1.7766132441050462,0.6204922921778574,39.01669765393239,66.16542663618489,1700.1168310409375
SN_1,TP_1,32,93.13666575878908,27.022914475587623,241.80145173963322,111.24095653700718,9.48316452836513,2.591741160070501,0.44945577262081365,38.21607257790719,47.34676859508364,1523.702704273217
SN_1,TP_5,33,86.54354338408923,22.613091347123397,226.71545113391153,130.40167049372258,5.925848130055722,2.785016140271336,0.4697675757923692,44.97718585504852,54.54125919103877,1485.541354339256
SN_1,TP_4,34,81.47558109013714,27.68013267452429,256.80342318556853,127.0001303760361,8.920509281350812,1.2900191835041548,0.4153066262752337,44.7737518813034,39.48526414831445,1842.8177649881497
SN_1,TP_2,35,77.24092481810416,25.062962003908975,241.95352197097662,98.404853242168,10.049020348517885,2.248999145622725,0.6451143607795041,49.79635413042603,77.22545966009245,1269.7957311335852
SN_1,TP_3,36,73.8906806437049,29.881545632405512,210.94301081855278,121.76009616371252,9.684552083491793,1.3224710222410339,0.6032600404017977,35.94934337501992,44.69834786348625,1608.7429376415905
SN_1,TP_4,37,59.85425156183762,28.398298345817093,237.5442250168497,119.73339861880325,11.560550328840003,2.075539981076364,0.3768269232490174,45.94792460080294,71.19677318282186,1365.7715927225586
SN_1,TP_2,38,57.86865470909122,31.769361870827066,237.70920309494764,128.5672446796019,6.811144682411266,1.7003124885231136,0.5005243699718183,45.23490296882371,56.39947622816605,1686.8549797042497
SN_1,TP_1,39,61.31409884458143,27.677459049876024,261.2089362822094,133.12056495377274,8.344213842168573,1.8480677822845364,0.5242333686083113,55.23699460565119,60.918891745711164,1965.3788564198912
